GLOSS	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY	CHECKED
#>>>					
a few, some	1361	1242	FEW	3	
I	1362	1209	I	2	
I myself	1363		???		
you (sing.)	1364	1215	THOU	2	
you (pl.)	1365	1213	YOU	2	
you all (excluding those absent)	1366	1213	YOU	4	
#<<<					
you	1367	2312	YOU (OBLIQUE CASE OF YOU)	2	
you	1367	1213	YOU	2	
you	1367	1215	THOU	2	
#>>>					
#<<<					
he	1368	1211	HE	2	
he	1368	2642	HE OR SHE	2	
#>>>					
she	1369	1834	SHE	2	
we (inclusive)	1370	1131	WE (INCLUSIVE)	2	
we (exclusive)	1371	1130	WE (EXCLUSIVE)	2	
#<<<					
they (female)	1372	817	THEY	4	
they (female)	1372	2642	HE OR SHE	4	
#>>>					
#<<<					
they (male)	1373	817	THEY	4	
they (male)	1373	2642	HE OR SHE	4	
#>>>					
my (sing.)	1374	2090	MY	4	
my (pl.)	1375	2090	MY	4	
our (inclusive)	1376	780	OUR	4	
our (exclusive)	1377	780	OUR	4	
#<<<					
your (sing.)	1378	732	YOUR (SINGULAR)	4	
your (sing.)	1378	2274	YOUR (PLURAL)	4	
#>>>					
#<<<					
your (pl.)	1379	732	YOUR (SINGULAR)	4	
your (pl.)	1379	2274	YOUR (PLURAL)	4	
#>>>					
their (female)	1380	2400	THEIR	4	
their (male)	1381	2400	THEIR	4	
her	1382	2474	HER (GENITIVE OF SHE)	2	
#<<<					
his	1383	2473	HIS (GENITIVE OF HE)	2	
his	1383	2092	HIS OR HER	2	
#>>>					
who?	1384	1235	WHO	2	
what?	1385	1236	WHAT	2	
which house?	1386		???		
which?	1387	727	WHICH	2	
this	1388	1214	THIS	2	
that	1389	78	THAT	2	
#<<<					
that (nearby)	1390	78	THAT	4	
that (nearby)	1390	3414	IN THAT WAY	4	
#>>>					
#<<<					
that (faraway)	1391	78	THAT	4	
that (faraway)	1391	3414	IN THAT WAY	4	
#>>>					
overthere, yonder	1392	1937	THERE	4	
here	1393	136	HERE	2	
#<<<					
there (near hearer)	1394	1937	THERE	4	
there (near hearer)	1394	3411	OVER THERE	4	
there (near hearer)	1394	136	HERE	4	
#>>>					
there	1395	1937	THERE	2	
#<<<					
which, who, that	1396	2147	WHO OR WHAT	4	
which, who, that	1396	1235	WHO	4	
which, who, that	1396	3414	IN THAT WAY	4	
which, who, that	1396	727	WHICH	4	
which, who, that	1396	78	THAT	4	
#>>>					
#<<<					
early, soon	1397	672	EARLY	4	
early, soon	1397	703	SOON	4	
early, soon	1397	1963	IMMEDIATELY	4	
#>>>					
#<<<					
late	1398	477	LATE	2	
late	1398	425	BE LATE	2	
#>>>					
#<<<					
day	1399	1260	DAY (24 HOURS)	2	
day	1399	1225	DAY (NOT NIGHT)	2	
#>>>					
week	1400	1469	WEEK	2	
the day of the week	1401		???		
#<<<					
daylight	1402	1225	DAY (NOT NIGHT)	2	
daylight	1402	630	LIGHT (RADIATION)	2	
#>>>					
#<<<					
light	1403	1052	LIGHT (WEIGHT)	2	
light	1403	250	LIGHT (COLOR)	2	
light	1403	630	LIGHT (RADIATION)	2	
light	1403	737	LIGHT (IGNITE)	2	
#>>>					
hour	1404	1353	HOUR	2	
twenty four hours	1405		???		
#<<<					
night (darkness)	1406	1233	NIGHT	4	
night (darkness)	1406	1629	EVENING	4	
night (darkness)	1406	706	DARK	4	
#>>>					
#<<<					
night (time of the night)	1407	1233	NIGHT	4	
night (time of the night)	1407	1629	EVENING	4	
night (time of the night)	1407	706	DARK	4	
#>>>					
dark	1408	706	DARK	2	
dry season	1409	452	DRY SEASON	2	
#<<<					
rainy season, wet season	1410	1342	SUMMER	4	
rainy season, wet season	1410	453	RAINY SEASON	4	
#>>>					
year	1411	1226	YEAR	2	
monsoon	1412		???		
now	1413	1376	NOW	2	
shortly	1414		???		
#<<<					
now, at present	1415	2097	NOW OR TODAY	4	
now, at present	1415	1376	NOW	4	
now, at present	1415	196	DONATE	4	
now, at present	1415	2982	GIFT	4	
now, at present	1415	1460	IN	4	
#>>>					
formerly	1416	2914	ONCE (IN THE PAST)	2	
#<<<					
before (place)	1417	1882	BEFORE	4	
before (place)	1417	2915	AT FIRST	4	
before (place)	1417	1883	IN FRONT OF	4	
#>>>					
before (time)	1418	1882	BEFORE	2	
formerly	1419	2914	ONCE (IN THE PAST)	2	
later	1420	477	LATE	2	
a moment ago	1421		???		
a moment	1422		???		
yesterday	1423	1174	YESTERDAY	2	
the day before yesterday	1424	1180	DAY BEFORE YESTERDAY	1	
today	1425	1283	TODAY	2	
this morning	1426	1339	MORNING	2	
tomorrow	1427	1329	TOMORROW	2	
the day after tomorrow	1428	1179	DAY AFTER TOMORROW	1	
morning	1429	1339	MORNING	2	
evening	1430	1629	EVENING	2	
now and then, occasionally	1431		???		
when	1432	1238	WHEN	2	
already	1433	2576	ALREADY	2	
not yet	1434		???		
not again	1435		???		
north	1436	1598	NORTH	2	
south	1437	1595	SOUTH	2	
east	1438	1877	EAST	2	
west	1439	1817	WEST	2	
#<<<					
left	1440	244	LEFT	2	
left	1440	1752	LEAVE	2	
left	1440	2182	LEFT HAND	2	
#>>>					
#<<<					
right	1441	1725	CORRECT (RIGHT)	2	
right	1441	2183	RIGHT HAND	2	
right	1441	1019	RIGHT	2	
#>>>					
#<<<					
up, upper, above	1442	2379	UP OR ABOVE	4	
up, upper, above	1442	3347	HIGH OR UP	4	
up, upper, above	1442	1591	UP	4	
up, upper, above	1442	1741	ABOVE	4	
up, upper, above	1442	431	UPPER ARM	4	
up, upper, above	1442	1265	HIGH	4	
up, upper, above	1442	705	GO UP (ASCEND)	4	
up, upper, above	1442	3345	ATOP OR UP	4	
up, upper, above	1442	2325	PULL OUT	4	
up, upper, above	1442	1753	TOP	4	
#>>>					
on the road	1443		???		
from above	1444		???		
#<<<					
under	1445	1485	BELOW OR UNDER	2	
under	1445	415	CARRY UNDER ARM	2	
#>>>					
from underneath	1446		???		
from-to (place)	1447		???		
from-to (time)	1448		???		
#<<<					
below, beneath	1449	1485	BELOW OR UNDER	4	
below, beneath	1449	2094	DOWN OR BELOW	4	
below, beneath	1449	721	LOW	4	
below, beneath	1449	690	BOTTOM	4	
#>>>					
at	1450	1461	AT	2	
from	1451	693	FROM	2	
until	1452	2753	UNTIL	2	
#<<<					
at, in	1453	1233	NIGHT	4	
at, in	1453	1606	INSIDE	4	
at, in	1453	1461	AT	4	
at, in	1453	1629	EVENING	4	
at, in	1453	1460	IN	4	
at, in	1453	373	LONG AGO	4	
at, in	1453	1529	LAST (FINAL)	4	
#>>>					
#<<<					
on	1454	998	PUT	4	
on	1454	1461	AT	4	
on	1454	3345	ATOP OR UP	4	
on	1454	57	ATOP	4	
on	1454	1741	ABOVE	4	
#>>>					
#<<<					
in, inside	1455	1606	INSIDE	2	
in, inside	1455	1460	IN	2	
#>>>					
#<<<					
out, outside	1456	3459	PUT IN ORDER	4	
out, outside	1456	1107	GO OUT	4	
out, outside	1456	762	OUTSIDE	4	
#>>>					
nearby	1457	1942	NEAR	2	
far	1458	1406	FAR	2	
around, surrounding	1459	1443	WALK	4	
outside	1460	762	OUTSIDE	2	
to go outside	1461	1107	GO OUT	1	
#<<<					
inside, within	1462	1460	IN	4	
inside, within	1462	1606	INSIDE	4	
inside, within	1462	3305	INSIDE A HOUSE	4	
#>>>					
to go inside	1463		???		
#<<<					
many	1464	1198	MANY	2	
many	1464	3453	MANY PIECES	2	
#>>>					
where	1465	1237	WHERE	2	
how	1466	1239	HOW	2	
like this, like that	1467	1558	SIMILAR	4	
like this	1468	1558	SIMILAR	2	
like that	1469		???		
why	1470	1270	WHY	2	
certainly, sure	1471	509	CERTAIN	4	
maybe	1472		???		
very	1473	1311	VERY	2	
and	1474	1577	AND	2	
with	1475	1340	WITH	2	
no	1476	1269	NO	2	
yes	1477	1268	YES	2	
#<<<					
not, no	1478	2279	NO OR NOT	2	
not, no	1478	1240	NOT	2	
#>>>					
#<<<					
not, no	1479	2279	NO OR NOT	2	
not, no	1479	1240	NOT	2	
#>>>					
#<<<					
not, no	1480	2279	NO OR NOT	2	
not, no	1480	1240	NOT	2	
#>>>					
#<<<					
yes, right, indeed	1481	2183	RIGHT HAND	4	
yes, right, indeed	1481	1019	RIGHT	4	
yes, right, indeed	1481	1268	YES	4	
yes, right, indeed	1481	1725	CORRECT (RIGHT)	4	
yes, right, indeed	1481	2231	CORRECT (SOMETHING OR SOMEBODY)	4	
#>>>					
only	1482	1580	ONLY	2	
almost	1483		???		
#<<<					
but	1484	506	MAIZE	2	
but	1484	3843	BUT	2	
#>>>					
however, nevertheless	1485	3843	BUT	4	
however, nevertheless	1486	3843	BUT	4	
#<<<					
yet, still	1487	2919	STILL (CONTINUING)	4	
yet, still	1487	2577	YET	4	
#>>>					
if	1488	1459	IF	2	
although	1489		???		
because	1490	1157	BECAUSE	2	
#<<<					
no, not a, none	1491	1269	NO	4	
no, not a, none	1491	1240	NOT	4	
no, not a, none	1491	687	NOTHING	4	
no, not a, none	1491	2279	NO OR NOT	4	
#>>>					
#	1111/1491	75%			
